Parameter:,Time,UAV.LATLON#0,UAV.LATLON#1,GPS.ALTITUDE,UAV.HEADING,GPS.SATS_IN_USE
Mnemonic:,,,,,,
Units:,sec,deg,deg,m,deg,
Desc'n:,,,,,,
Index #:,--------------------,--------------------,--------------------,--------------------,--------------------,--------------------
458,30604.2,54.8369961,-4.9174528,13.4,339.0763,9
459,30604.2,54.836996,-4.9174531,13.4,339.0791,9
460,30604.4,54.836996,-4.9174531,13.4,339.0723,10
461,30604.4,54.8369959,-4.9174533,13.4,339.0648,10
462,30604.6,54.8369959,-4.9174533,13.3,339.0524,10
463,30604.6,54.8369959,-4.9174537,13.3,339.0439,10
464,30604.8,54.8369958,-4.9174535,13.3,339.0418,10
465,30604.8,54.8369957,-4.9174538,13.3,339.031,10
466,33605,54.8369957,-4.9174538,13.2,339.0279,9
467,33605,54.8369956,-4.9174541,13.2,339.0222,9
468,30605.2,54.8369956,-4.9174539,13.2,339.0196,9
469,30605.2,54.8369955,-4.9174543,13.2,339.0194,9
470,30605.4,54.8369955,-4.9174541,13.1,339.0115,9
471,30605.4,54.8369954,-4.9174544,13.1,339.0132,9
472,30605.6,54.8369955,-4.9174542,13.1,339.0115,9
473,30605.6,54.8369954,-4.9174545,13.1,339.0098,9
474,30605.8,54.8369954,-4.9174543,13,339.0115,9
475,30605.8,54.8369954,-4.9174547,13,339.006,9
476,33606,54.8369954,-4.9174545,13,339.0047,9
477,33606,54.8369953,-4.9174548,13,338.997,9
478,30606.2,54.8369954,-4.9174547,13,338.993,9
479,30606.2,54.8369953,-4.9174549,13,338.9887,9
480,30606.4,54.8369953,-4.9174548,13,338.982,10
481,30606.4,54.8369952,-4.9174551,13,338.9679,10
482,30606.6,54.8369953,-4.9174549,13,338.9618,10
483,30606.6,54.8369952,-4.9174552,13,338.9436,10
484,30606.8,54.8369953,-4.9174549,13,338.939,10
485,30606.8,54.8369952,-4.9174552,13,338.9302,10
486,33607,54.8369952,-4.9174551,13,338.9281,10
487,33607,54.8369951,-4.9174553,13,338.9313,10
488,30607.2,54.8369952,-4.9174552,12.9,338.9288,10
489,30607.2,54.8369951,-4.9174554,12.9,338.9303,10
490,30607.4,54.8369951,-4.9174553,12.9,338.9251,9
491,30607.4,54.836995,-4.9174555,12.9,338.9204,9
492,30607.6,54.8369951,-4.9174553,12.9,338.9153,9
493,30607.6,54.836995,-4.9174556,12.9,338.9098,9
494,30607.8,54.8369951,-4.9174555,12.9,338.903,9
495,30607.8,54.836995,-4.9174557,12.9,338.9015,9
496,33608,54.836995,-4.9174556,12.9,338.897,8
497,33608,54.836995,-4.9174558,12.9,338.8931,8
498,30608.2,54.836995,-4.9174557,12.9,338.8865,8
499,30608.2,54.8369949,-4.9174559,12.9,338.8828,8
500,30608.4,54.836995,-4.9174558,12.9,338.8807,8
501,30608.4,54.8369949,-4.9174559,12.9,338.872,8
502,30608.6,54.836995,-4.9174559,12.9,338.8696,8
503,30608.6,54.8369949,-4.9174559,12.9,338.8673,8
504,30608.8,54.8369949,-4.9174559,12.9,338.8623,8
505,30608.8,54.8369949,-4.9174561,12.9,338.8608,8
506,33609,54.8369949,-4.917456,12.9,338.856,8
507,33609,54.8369949,-4.9174562,12.9,338.8534,8
508,30609.2,54.8369949,-4.9174561,12.8,338.8455,8
509,30609.2,54.8369949,-4.9174563,12.8,338.842,8
510,30609.4,54.8369949,-4.9174563,12.8,338.8375,9
511,30609.4,54.8369949,-4.9174563,12.8,338.8283,9
512,30609.6,54.8369949,-4.9174563,12.8,338.8192,8
513,30609.6,54.8369949,-4.9174564,12.8,338.8063,8
514,30609.8,54.8369949,-4.9174564,12.8,338.803,9
515,30609.8,54.8369948,-4.9174564,12.8,338.7985,9
516,33610,54.8369948,-4.9174565,12.8,338.7948,9
517,33610,54.8369948,-4.9174565,12.8,338.7954,9
518,30610.2,54.8369948,-4.9174566,12.8,338.7988,9
519,30610.2,54.8369947,-4.9174566,12.8,338.7932,9
520,30610.4,54.8369948,-4.9174566,12.8,338.7856,9
521,30610.4,54.8369947,-4.9174567,12.8,338.7802,9
522,30610.6,54.8369947,-4.9174567,12.8,338.7741,9
523,30610.6,54.8369947,-4.9174568,12.8,338.7718,9
524,30610.8,54.8369947,-4.9174568,12.8,338.7686,9
525,30610.8,54.8369947,-4.9174569,12.8,338.7625,9
526,33611,54.8369947,-4.9174569,12.8,338.7612,9
527,33611,54.8369947,-4.9174569,12.8,338.7594,9
528,30611.2,54.8369947,-4.9174569,12.8,338.7548,9
529,30611.2,54.8369946,-4.9174569,12.8,338.7495,9
530,30611.4,54.8369946,-4.917457,12.8,338.7483,9
531,30611.4,54.8369946,-4.917457,12.8,338.7487,9
532,30611.6,54.8369946,-4.917457,12.8,338.7484,9
533,30611.6,54.8369946,-4.9174571,12.8,338.7469,9
534,30611.8,54.8369946,-4.9174571,12.8,338.7405,9
535,30611.8,54.8369946,-4.9174571,12.8,338.7325,9
536,33612,54.8369946,-4.9174571,12.8,338.7242,10
537,33612,54.8369946,-4.9174572,12.8,338.7175,10
538,30612.2,54.8369946,-4.9174572,12.7,338.7148,10
539,30612.2,54.8369945,-4.9174573,12.7,338.7098,10
540,30612.4,54.8369946,-4.9174573,12.7,338.7059,10
541,30612.4,54.8369945,-4.9174573,12.7,338.6988,10
542,30612.6,54.8369946,-4.9174573,12.7,338.6901,9
543,30612.6,54.8369946,-4.9174573,12.7,338.6794,9
544,30612.8,54.8369946,-4.9174574,12.7,338.6777,9
545,30612.8,54.8369946,-4.9174574,12.7,338.6798,9
546,33613,54.8369946,-4.9174574,12.7,338.6813,9
547,33613,54.8369946,-4.9174574,12.7,338.688,9
548,30613.2,54.8369946,-4.9174574,12.7,338.6843,9
549,30613.2,54.8369946,-4.9174574,12.7,338.6834,9
550,30613.4,54.8369946,-4.9174574,12.7,338.6795,9
551,30613.4,54.8369946,-4.9174574,12.7,338.6743,9
552,30613.6,54.8369946,-4.9174574,12.7,338.6723,9
553,30613.6,54.8369946,-4.9174574,12.7,338.6677,9
554,30613.8,54.8369946,-4.9174574,12.7,338.662,9
555,30613.8,54.8369946,-4.9174574,12.7,338.6542,9
556,33614,54.8369946,-4.9174574,12.7,338.6511,9
557,33614,54.8369946,-4.9174574,12.7,338.6473,9
558,30614.2,54.8369946,-4.9174575,12.7,338.644,9
559,30614.2,54.8369946,-4.9174575,12.7,338.6439,9
560,30614.4,54.8369946,-4.9174575,12.7,338.6464,9
561,30614.4,54.8369946,-4.9174575,12.7,338.6328,9
562,30614.6,54.8369946,-4.9174575,12.7,338.6256,10
563,30614.6,54.8369946,-4.9174575,12.7,338.6246,10
564,30614.8,54.8369946,-4.9174575,12.7,338.6217,10
565,30614.8,54.8369946,-4.9174575,12.7,338.6153,10
566,33615,54.8369946,-4.9174575,12.7,338.6131,10
567,33615,54.8369946,-4.9174575,12.7,338.6112,10
568,30615.2,54.8369947,-4.9174576,12.7,338.6064,9
569,30615.2,54.8369946,-4.9174576,12.7,338.5965,9
570,30615.4,54.8369947,-4.9174576,12.7,338.5952,9
571,30615.4,54.8369946,-4.9174576,12.7,338.59,9
572,30615.6,54.8369947,-4.9174576,12.7,338.5773,9
573,30615.6,54.8369947,-4.9174576,12.7,338.5624,9
574,30615.8,54.8369947,-4.9174576,12.7,338.5666,9
575,30615.8,54.8369947,-4.9174576,12.7,338.5693,9
576,33616,54.8369947,-4.9174576,12.7,338.5662,9
577,33616,54.8369947,-4.9174576,12.7,338.5657,9
578,30616.2,54.8369947,-4.9174577,12.7,338.5601,8
579,30616.2,54.8369947,-4.9174577,12.7,338.5526,8
580,30616.4,54.8369947,-4.9174577,12.7,338.5506,8
581,30616.4,54.8369947,-4.9174577,12.7,338.5356,8
582,30616.6,54.8369947,-4.9174577,12.7,338.5311,8
583,30616.6,54.8369947,-4.9174577,12.7,338.5219,8
584,30616.8,54.8369947,-4.9174577,12.7,338.5187,9
585,30616.8,54.8369947,-4.9174577,12.7,338.5117,9
586,33617,54.8369947,-4.9174577,12.7,338.5111,9
587,33617,54.8369947,-4.9174577,12.7,338.5053,9
588,30617.2,54.8369948,-4.9174577,12.7,338.5082,9
589,30617.2,54.8369947,-4.9174577,12.7,338.5065,9
590,30617.4,54.8369948,-4.9174577,12.7,338.5058,9
591,30617.4,54.8369947,-4.9174577,12.7,338.5099,9
592,30617.6,54.8369948,-4.9174577,12.7,338.5077,9
593,30617.6,54.8369947,-4.9174578,12.7,338.5023,9
594,30617.8,54.8369948,-4.9174578,12.7,338.5001,9
595,30617.8,54.8369948,-4.9174578,12.7,338.492,9
596,33618,54.8369948,-4.9174578,12.7,338.491,9
597,33618,54.8369948,-4.9174578,12.7,338.4848,9
598,30618.2,54.8369948,-4.9174578,12.7,338.4829,9
599,30618.2,54.8369948,-4.9174578,12.7,338.478,9
600,30618.4,54.8369948,-4.9174578,12.7,338.4748,9
601,30618.4,54.8369948,-4.9174578,12.7,338.4603,9
602,30618.6,54.8369948,-4.9174579,12.7,338.4495,9
603,30618.6,54.8369948,-4.9174578,12.7,338.4373,9
604,30618.8,54.8369948,-4.9174579,12.7,338.44,9
605,30618.8,54.8369948,-4.9174579,12.7,338.4427,9
606,33619,54.8369948,-4.9174579,12.7,338.4405,9
607,33619,54.8369948,-4.9174579,12.7,338.4404,9
608,30619.2,54.8369948,-4.9174579,12.7,338.4352,9
609,30619.2,54.8369948,-4.9174579,12.7,338.4291,9
610,30619.4,54.8369949,-4.9174579,12.7,338.4262,10
611,30619.4,54.8369948,-4.9174579,12.7,338.4255,10
612,30619.6,54.8369949,-4.9174579,12.7,338.42,8
613,30619.6,54.8369948,-4.9174579,12.7,338.4138,8
614,30619.8,54.8369949,-4.9174579,12.7,338.4102,8
615,30619.8,54.8369949,-4.9174579,12.7,338.4048,8
616,33620,54.8369949,-4.9174579,12.7,338.4002,9
617,33620,54.8369949,-4.9174579,12.7,338.3955,9
618,30620.2,54.8369949,-4.9174579,12.7,338.3949,9
619,30620.2,54.8369949,-4.9174579,12.7,338.3965,9
620,30620.4,54.8369949,-4.9174579,12.7,338.3941,9
621,30620.4,54.8369949,-4.9174579,12.7,338.3906,9
622,30620.6,54.8369949,-4.9174579,12.7,338.3844,9
623,30620.6,54.8369949,-4.9174579,12.7,338.3814,9
624,30620.8,54.8369949,-4.9174579,12.7,338.3764,9
625,30620.8,54.8369949,-4.917458,12.7,338.3768,9
626,33621,54.8369949,-4.917458,12.7,338.3748,9
627,33621,54.8369949,-4.917458,12.7,338.3719,9
628,30621.2,54.8369949,-4.917458,12.7,338.3674,9
629,30621.2,54.8369949,-4.917458,12.7,338.3648,9
630,30621.4,54.8369949,-4.917458,12.7,338.3627,9
631,30621.4,54.8369949,-4.917458,12.7,338.3573,9
632,30621.6,54.8369949,-4.917458,12.7,338.3513,9
633,30621.6,54.8369949,-4.917458,12.7,338.3509,9
634,30621.8,54.8369949,-4.917458,12.7,338.3521,9
635,30621.8,54.8369949,-4.917458,12.7,338.351,9
636,33622,54.8369949,-4.917458,12.7,338.3497,9
637,33622,54.8369949,-4.9174581,12.7,338.3479,9
638,30622.2,54.8369949,-4.9174581,12.7,338.3436,9
639,30622.2,54.8369949,-4.9174581,12.7,338.3407,9
640,30622.4,54.8369949,-4.9174581,12.7,338.3366,9
641,30622.4,54.8369949,-4.9174581,12.7,338.3272,9
642,30622.6,54.8369949,-4.9174582,12.7,338.3217,9
643,30622.6,54.8369949,-4.9174582,12.7,338.3188,9
644,30622.8,54.8369949,-4.9174582,12.7,338.3148,9
645,30622.8,54.8369949,-4.9174582,12.7,338.3081,9
646,33623,54.8369949,-4.9174583,12.7,338.2985,9
647,33623,54.8369949,-4.9174583,12.7,338.2985,9
648,30623.2,54.8369949,-4.9174583,12.7,338.3011,9
649,30623.2,54.8369949,-4.9174583,12.7,338.3015,9
650,30623.4,54.8369949,-4.9174583,12.7,338.3012,10
651,30623.4,54.8369949,-4.9174583,12.7,338.297,10
652,30623.6,54.8369949,-4.9174583,12.7,338.2951,10
653,30623.6,54.8369949,-4.9174583,12.7,338.289,10
654,30623.8,54.8369949,-4.9174583,12.7,338.286,10
655,30623.8,54.8369949,-4.9174584,12.7,338.2854,10
656,33624,54.8369949,-4.9174584,12.7,338.2827,10
657,33624,54.8369949,-4.9174584,12.7,338.277,10
658,30624.2,54.8369949,-4.9174584,12.7,338.2757,10
659,30624.2,54.8369949,-4.9174584,12.7,338.2758,10
660,30624.4,54.8369949,-4.9174584,12.7,338.2724,10
661,30624.4,54.8369949,-4.9174584,12.7,338.2647,10
662,30624.6,54.8369949,-4.9174584,12.7,338.2609,10
663,30624.6,54.8369949,-4.9174584,12.7,338.2534,10
664,30624.8,54.8369949,-4.9174584,12.7,338.2512,10
665,30624.8,54.8369949,-4.9174584,12.7,338.247,10
666,33625,54.8369949,-4.9174584,12.7,338.2436,10
667,33625,54.8369949,-4.9174584,12.7,338.2405,10
668,30625.2,54.8369949,-4.9174584,12.7,338.233,10
669,30625.2,54.8369949,-4.9174584,12.7,338.2278,10
670,30625.4,54.8369949,-4.9174584,12.7,338.2244,10
671,30625.4,54.8369949,-4.9174584,12.7,338.2197,10
672,30625.6,54.836995,-4.9174584,12.7,338.2159,9
673,30625.6,54.8369949,-4.9174584,12.7,338.2119,9
674,30625.8,54.836995,-4.9174585,12.7,338.2114,9
675,30625.8,54.836995,-4.9174585,12.7,338.2072,9
676,33626,54.836995,-4.9174585,12.7,338.2067,9
677,33626,54.836995,-4.9174585,12.7,338.2099,9
678,30626.2,54.836995,-4.9174585,12.7,338.2107,9
679,30626.2,54.836995,-4.9174585,12.7,338.2104,9
680,30626.4,54.836995,-4.9174585,12.7,338.2061,9
681,30626.4,54.836995,-4.9174585,12.7,338.1959,9
682,30626.6,54.836995,-4.9174585,12.7,338.1924,9
683,30626.6,54.836995,-4.9174585,12.7,338.1916,9
684,30626.8,54.836995,-4.9174585,12.7,338.1884,10
685,30626.8,54.836995,-4.9174585,12.7,338.1855,10
686,33627,54.836995,-4.9174585,12.7,338.1837,10
687,33627,54.836995,-4.9174586,12.7,338.1821,10
688,30627.2,54.836995,-4.9174586,12.7,338.1771,9
689,30627.2,54.836995,-4.9174586,12.7,338.1737,9
690,30627.4,54.836995,-4.9174586,12.7,338.169,10
691,30627.4,54.836995,-4.9174586,12.7,338.1639,10
692,30627.6,54.836995,-4.9174586,12.7,338.1609,10
693,30627.6,54.836995,-4.9174586,12.7,338.1558,10
694,30627.8,54.836995,-4.9174586,12.7,338.1526,10
695,30627.8,54.836995,-4.9174586,12.7,338.1519,10
696,33628,54.8369951,-4.9174587,12.7,338.1486,10
697,33628,54.836995,-4.9174587,12.7,338.1463,10
698,30628.2,54.8369951,-4.9174587,12.7,338.1405,10
699,30628.2,54.836995,-4.9174587,12.7,338.1411,10
700,30628.4,54.8369951,-4.9174587,12.7,338.1419,10
701,30628.4,54.836995,-4.9174587,12.7,338.1304,10
702,30628.6,54.8369951,-4.9174587,12.7,338.1269,10
703,30628.6,54.8369951,-4.9174587,12.7,338.1265,10
704,30628.8,54.8369951,-4.9174588,12.7,338.1219,10
705,30628.8,54.8369951,-4.9174588,12.7,338.1233,10
706,33629,54.8369951,-4.9174588,12.7,338.1231,10
707,33629,54.8369951,-4.9174588,12.7,338.1202,10
708,30629.2,54.8369951,-4.9174588,12.7,338.1206,10
709,30629.2,54.8369951,-4.9174588,12.7,338.1199,10
710,30629.4,54.8369951,-4.9174588,12.7,338.1202,10
711,30629.4,54.8369951,-4.9174588,12.7,338.1163,10
712,30629.6,54.8369951,-4.9174588,12.7,338.1121,10
713,30629.6,54.8369951,-4.9174588,12.7,338.1087,10
714,30629.8,54.8369951,-4.9174588,12.7,338.1045,10
715,30629.8,54.8369951,-4.9174589,12.7,338.1021,10
716,33630,54.8369951,-4.9174589,12.7,338.1021,10
717,33630,54.8369951,-4.9174589,12.7,338.0979,10
718,30630.2,54.8369951,-4.9174589,12.7,338.0932,10
719,30630.2,54.8369951,-4.9174589,12.7,338.0895,10
720,30630.4,54.8369951,-4.9174589,12.7,338.0916,10
721,30630.4,54.8369951,-4.9174589,12.7,338.0853,10
722,30630.6,54.8369951,-4.9174589,12.7,338.0811,10
723,30630.6,54.8369951,-4.917459,12.7,338.074,10
724,30630.8,54.8369951,-4.917459,12.7,338.0693,10
725,30630.8,54.8369951,-4.917459,12.7,338.066,10
726,33631,54.8369951,-4.917459,12.7,338.0634,10
727,33631,54.8369951,-4.917459,12.7,338.0604,10
728,30631.2,54.8369952,-4.917459,12.7,338.0582,10
729,30631.2,54.8369951,-4.917459,12.7,338.0551,10
730,30631.4,54.8369952,-4.917459,12.7,338.0501,9
731,30631.4,54.8369952,-4.917459,12.7,338.0499,9
732,30631.6,54.8369952,-4.917459,12.7,338.0471,9
733,30631.6,54.8369952,-4.917459,12.7,338.0451,9
734,30631.8,54.8369952,-4.917459,12.7,338.0425,9
735,30631.8,54.8369952,-4.917459,12.7,338.0432,9
736,33632,54.8369952,-4.917459,12.7,338.0463,9
737,33632,54.8369952,-4.917459,12.7,338.0479,9
738,30632.2,54.8369952,-4.917459,12.7,338.0452,9
739,30632.2,54.8369952,-4.917459,12.7,338.0425,9
740,30632.4,54.8369952,-4.917459,12.7,338.0388,9
741,30632.4,54.8369952,-4.917459,12.7,338.0325,9
742,30632.6,54.8369952,-4.917459,12.7,338.0253,10
743,30632.6,54.8369952,-4.917459,12.7,338.0238,10
744,30632.8,54.8369952,-4.917459,12.7,338.0191,10
745,30632.8,54.8369952,-4.917459,12.7,338.0159,10
746,33633,54.8369952,-4.9174591,12.6,338.0152,10
747,33633,54.8369952,-4.9174591,12.6,338.0108,10
748,30633.2,54.8369952,-4.9174591,12.6,338.0068,10
749,30633.2,54.8369952,-4.9174591,12.6,338.0073,10
750,30633.4,54.8369952,-4.9174591,12.6,338.0088,10
751,30633.4,54.8369952,-4.9174591,12.6,337.9988,10
752,30633.6,54.8369953,-4.9174591,12.6,337.9927,9
753,30633.6,54.8369953,-4.9174591,12.6,337.99,9
754,30633.8,54.8369953,-4.9174591,12.6,337.9867,10
755,30633.8,54.8369953,-4.9174591,12.6,337.9854,10
756,33634,54.8369953,-4.9174591,12.6,337.9829,9
757,33634,54.8369953,-4.9174592,12.6,337.9839,9
758,30634.2,54.8369953,-4.9174592,12.6,337.9765,9
759,30634.2,54.8369953,-4.9174592,12.6,337.9769,9
760,30634.4,54.8369953,-4.9174592,12.6,337.9784,9
761,30634.4,54.8369953,-4.9174592,12.6,337.9678,9
762,30634.6,54.8369953,-4.9174592,12.6,337.9625,10
763,30634.6,54.8369953,-4.9174592,12.6,337.96,10
764,30634.8,54.8369953,-4.9174592,12.6,337.9588,10
765,30634.8,54.8369953,-4.9174592,12.6,337.9579,10
766,33635,54.8369953,-4.9174592,12.6,337.9595,10
767,33635,54.8369953,-4.9174593,12.6,337.9593,10
768,30635.2,54.8369953,-4.9174593,12.6,337.9577,10
769,30635.2,54.8369953,-4.9174593,12.6,337.9551,10
770,30635.4,54.8369953,-4.9174593,12.6,337.9491,10
771,30635.4,54.8369953,-4.9174593,12.6,337.9492,10
772,30635.6,54.8369953,-4.9174593,12.6,337.9467,10
773,30635.6,54.8369953,-4.9174593,12.6,337.9442,10
774,30635.8,54.8369953,-4.9174593,12.6,337.9426,10
775,30635.8,54.8369953,-4.9174594,12.6,337.9422,10
776,33636,54.8369953,-4.9174594,12.6,337.9384,10
777,33636,54.8369953,-4.9174594,12.6,337.9362,10
778,30636.2,54.8369953,-4.9174594,12.6,337.9357,10
779,30636.2,54.8369953,-4.9174594,12.6,337.9389,10
780,30636.4,54.8369954,-4.9174594,12.6,337.942,10
781,30636.4,54.8369954,-4.9174594,12.6,337.9358,10
782,30636.6,54.8369954,-4.9174594,12.6,337.9294,10
783,30636.6,54.8369954,-4.9174594,12.6,337.9201,10
784,30636.8,54.8369954,-4.9174594,12.6,337.9157,10
785,30636.8,54.8369954,-4.9174595,12.6,337.9132,10
786,33637,54.8369954,-4.9174595,12.6,337.9136,10
787,33637,54.8369954,-4.9174595,12.6,337.9136,10
788,30637.2,54.8369954,-4.9174595,12.6,337.9121,10
789,30637.2,54.8369954,-4.9174595,12.6,337.9118,10
790,30637.4,54.8369954,-4.9174595,12.6,337.9102,10
791,30637.4,54.8369954,-4.9174595,12.6,337.9065,10
792,30637.6,54.8369954,-4.9174595,12.6,337.9056,10
793,30637.6,54.8369954,-4.9174595,12.6,337.9057,10
794,30637.8,54.8369954,-4.9174595,12.6,337.9067,10
795,30637.8,54.8369954,-4.9174595,12.6,337.9106,10
796,33638,54.8369954,-4.9174595,12.6,337.9118,10
797,33638,54.8369954,-4.9174595,12.6,337.9112,10
798,30638.2,54.8369954,-4.9174595,12.6,337.9121,10
799,30638.2,54.8369954,-4.9174595,12.6,337.9125,10
800,30638.4,54.8369954,-4.9174595,12.6,337.9066,10
801,30638.4,54.8369954,-4.9174595,12.6,337.8969,10
802,30638.6,54.8369954,-4.9174595,12.6,337.8929,10
803,30638.6,54.8369954,-4.9174595,12.6,337.8876,10
804,30638.8,54.8369954,-4.9174595,12.6,337.8891,10
805,30638.8,54.8369954,-4.9174595,12.6,337.8882,10
806,33639,54.8369954,-4.9174595,12.6,337.8846,10
807,33639,54.8369954,-4.9174596,12.6,337.8856,10
808,30639.2,54.8369954,-4.9174596,12.6,337.8851,10
809,30639.2,54.8369954,-4.9174596,12.6,337.8883,10
810,30639.4,54.8369954,-4.9174596,12.6,337.8942,10
811,30639.4,54.8369954,-4.9174596,12.6,337.8831,10
812,30639.6,54.8369954,-4.9174596,12.6,337.8739,10
813,30639.6,54.8369954,-4.9174596,12.6,337.8654,10
814,30639.8,54.8369954,-4.9174596,12.6,337.8633,10
815,30639.8,54.8369954,-4.9174596,12.6,337.8597,10
816,33640,54.8369954,-4.9174597,12.6,337.8558,10
817,33640,54.8369954,-4.9174597,12.6,337.8528,10
818,30640.2,54.8369954,-4.9174597,12.6,337.8499,10
819,30640.2,54.8369954,-4.9174597,12.6,337.847,10
820,30640.4,54.8369954,-4.9174597,12.6,337.8473,10
821,30640.4,54.8369954,-4.9174597,12.6,337.837,10
822,30640.6,54.8369954,-4.9174597,12.6,337.8343,10
823,30640.6,54.8369954,-4.9174597,12.6,337.8393,10
824,30640.8,54.8369954,-4.9174597,12.6,337.838,10
825,30640.8,54.8369954,-4.9174598,12.6,337.8392,10
826,33641,54.8369954,-4.9174597,12.6,337.8391,10
827,33641,54.8369954,-4.9174598,12.6,337.8406,10
828,30641.2,54.8369954,-4.9174598,12.6,337.8393,10
829,30641.2,54.8369954,-4.9174598,12.6,337.8416,10
830,30641.4,54.8369954,-4.9174598,12.6,337.8425,10
831,30641.4,54.8369954,-4.9174598,12.6,337.8415,10
832,30641.6,54.8369954,-4.9174598,12.6,337.8387,10
833,30641.6,54.8369954,-4.9174598,12.6,337.8372,10
834,30641.8,54.8369954,-4.9174599,12.6,337.838,10
835,30641.8,54.8369954,-4.9174599,12.6,337.8358,10
836,33642,54.8369954,-4.9174599,12.6,337.832,10
837,33642,54.8369954,-4.9174599,12.6,337.8341,10
838,30642.2,54.8369954,-4.9174599,12.6,337.8374,10
839,30642.2,54.8369954,-4.9174599,12.6,337.8407,10
840,30642.4,54.8369954,-4.9174599,12.6,337.847,9
841,30642.4,54.8369954,-4.9174599,12.6,337.8403,9
842,30642.6,54.8369955,-4.9174599,12.6,337.8317,9
843,30642.6,54.8369954,-4.91746,12.6,337.8233,9
844,30642.8,54.8369955,-4.91746,12.6,337.817,10
845,30642.8,54.8369955,-4.91746,12.6,337.8147,10
846,33643,54.8369955,-4.91746,12.6,337.8132,10
847,33643,54.8369955,-4.91746,12.6,337.8087,10
848,30643.2,54.8369955,-4.91746,12.6,337.8093,10
849,30643.2,54.8369955,-4.91746,12.6,337.8089,10
850,30643.4,54.8369955,-4.91746,12.6,337.8078,10
851,30643.4,54.8369955,-4.91746,12.6,337.802,10
852,30643.6,54.8369955,-4.91746,12.6,337.8024,10
853,30643.6,54.8369955,-4.91746,12.6,337.8091,10
854,30643.8,54.8369955,-4.91746,12.6,337.8084,10
855,30643.8,54.8369955,-4.91746,12.6,337.8103,10
856,33644,54.8369955,-4.91746,12.6,337.8094,10
857,33644,54.8369955,-4.91746,12.6,337.8073,10
858,30644.2,54.8369955,-4.91746,12.6,337.808,10
859,30644.2,54.8369955,-4.91746,12.6,337.8069,10
860,30644.4,54.8369955,-4.91746,12.6,337.8053,10
861,30644.4,54.8369955,-4.91746,12.6,337.8001,10
862,30644.6,54.8369955,-4.9174601,12.6,337.7951,10
863,30644.6,54.8369955,-4.9174601,12.6,337.7952,10
864,30644.8,54.8369955,-4.9174601,12.6,337.795,10
865,30644.8,54.8369955,-4.9174601,12.6,337.7943,10
866,33645,54.8369955,-4.9174601,12.6,337.7964,10
867,33645,54.8369955,-4.9174601,12.6,337.797,10
868,30645.2,54.8369955,-4.9174601,12.6,337.7985,10
869,30645.2,54.8369955,-4.9174601,12.6,337.8012,10
870,30645.4,54.8369955,-4.9174601,12.6,337.8037,10
871,30645.4,54.8369955,-4.9174601,12.6,337.7974,10
872,30645.6,54.8369955,-4.9174602,12.6,337.7874,10
873,30645.6,54.8369955,-4.9174602,12.6,337.7787,10
874,30645.8,54.8369956,-4.9174602,12.6,337.7754,10
875,30645.8,54.8369956,-4.9174602,12.6,337.7769,10
876,33646,54.8369956,-4.9174602,12.6,337.7768,9
877,33646,54.8369956,-4.9174602,12.6,337.7721,9
878,30646.2,54.8369956,-4.9174602,12.6,337.7679,9
879,30646.2,54.8369956,-4.9174602,12.6,337.7677,9
880,30646.4,54.8369956,-4.9174602,12.6,337.7672,10
881,30646.4,54.8369956,-4.9174602,12.6,337.7646,10
882,30646.6,54.8369956,-4.9174602,12.6,337.7646,10
883,30646.6,54.8369956,-4.9174602,12.6,337.7708,10
884,30646.8,54.8369956,-4.9174603,12.6,337.7684,9
885,30646.8,54.8369956,-4.9174603,12.6,337.7701,9
886,33647,54.8369956,-4.9174603,12.6,337.7706,9
887,33647,54.8369956,-4.9174603,12.6,337.7696,9
888,30647.2,54.8369956,-4.9174603,12.6,337.7715,9
889,30647.2,54.8369956,-4.9174603,12.6,337.7747,9
890,30647.4,54.8369956,-4.9174603,12.6,337.7715,10
891,30647.4,54.8369956,-4.9174603,12.6,337.769,10
892,30647.6,54.8369956,-4.9174604,12.6,337.7696,9
893,30647.6,54.8369956,-4.9174604,12.6,337.7687,9
894,30647.8,54.8369956,-4.9174604,12.6,337.7651,9
895,30647.8,54.8369956,-4.9174604,12.6,337.7664,9
896,33648,54.8369956,-4.9174604,12.6,337.7682,9
897,33648,54.8369956,-4.9174604,12.6,337.7691,9
898,30648.2,54.8369956,-4.9174604,12.6,337.7719,9
899,30648.2,54.8369956,-4.9174604,12.6,337.7727,9
900,30648.4,54.8369956,-4.9174604,12.6,337.7734,9
901,30648.4,54.8369956,-4.9174604,12.6,337.7653,9
