Parameter:,Time,UAV.LATLON#0,UAV.LATLON#1,GPS.ALTITUDE,UAV.HEADING,GPS.SATS_IN_USE
Mnemonic:,,,,,,
Units:,sec,deg,deg,m,deg,
Desc'n:,,,,,,
Index #:,--------------------,--------------------,--------------------,--------------------,--------------------,--------------------
15398,32098.2,54.8325532,-4.9105461,105.9,237.1947,10
15399,32098.2,54.832544,-4.9105845,105.9,236.8439,10
15400,32098.4,54.832535,-4.9106225,105.7,236.4996,10
15401,32098.4,54.8325258,-4.9106609,105.7,236.2499,10
15402,32098.6,54.8325167,-4.9106989,105.6,236.2378,10
15403,32098.6,54.8325074,-4.9107372,105.6,236.3597,10
15404,32098.8,54.8324982,-4.9107753,105.5,236.5385,10
15405,32098.8,54.8324889,-4.9108134,105.5,236.6736,10
15406,37499,54.8324799,-4.9108515,105.4,236.7609,10
15407,37499,54.8324706,-4.9108896,105.4,236.7651,10
15408,32099.2,54.8324616,-4.9109274,105.3,236.7234,10
15409,32099.2,54.8324522,-4.9109655,105.3,236.6621,10
15410,32099.4,54.832443,-4.9110032,105.2,236.6983,10
15411,32099.4,54.8324336,-4.9110412,105.2,236.9313,10
15412,32099.6,54.8324245,-4.9110791,105.1,237.2812,10
15413,32099.6,54.8324151,-4.911117,105.1,237.6148,10
15414,32099.8,54.8324057,-4.9111545,104.9,237.8323,10
15415,32099.8,54.8323962,-4.9111923,104.9,237.9812,10
15416,37600,54.8323867,-4.9112298,104.8,238.0095,10
15417,37600,54.8323773,-4.9112676,104.8,237.8903,10
15418,32100.2,54.8323677,-4.911305,104.7,237.6794,10
15419,32100.2,54.8323582,-4.9113428,104.7,237.4596,10
15420,32100.4,54.8323488,-4.9113802,104.6,237.268,10
15421,32100.4,54.8323394,-4.9114182,104.6,237.1404,10
15422,32100.6,54.8323299,-4.9114557,104.6,237.0846,10
15423,32100.6,54.8323205,-4.9114936,104.6,237.1012,10
15424,32100.8,54.832311,-4.9115315,104.5,237.2479,10
15425,32100.8,54.8323017,-4.9115696,104.5,237.5158,10
15426,37601,54.8322923,-4.9116074,104.4,237.7758,10
15427,37601,54.832283,-4.9116455,104.4,237.9993,10
15428,32101.2,54.8322735,-4.9116834,104.3,238.2169,10
15429,32101.2,54.8322643,-4.9117217,104.3,238.4008,10
15430,32101.4,54.8322547,-4.9117598,104.2,238.5257,10
15431,32101.4,54.8322458,-4.9117982,104.2,238.7039,10
15432,32101.6,54.8322366,-4.9118367,104.2,239.0344,10
15433,32101.6,54.8322278,-4.9118753,104.2,239.5184,10
15434,32101.8,54.8322188,-4.911914,104.2,240.1514,10
15435,32101.8,54.8322103,-4.9119527,104.2,240.9868,10
15436,37602,54.8322017,-4.9119917,104.1,242.0018,10
15437,37602,54.8321935,-4.9120307,104.1,243.1117,10
15438,32102.2,54.8321852,-4.9120699,104,244.2455,10
15439,32102.2,54.8321775,-4.9121091,104,245.46,10
15440,32102.4,54.8321697,-4.9121486,103.9,246.8111,10
15441,32102.4,54.8321626,-4.9121883,103.9,248.3344,10
15442,32102.6,54.8321551,-4.9122281,103.7,249.8718,10
15443,32102.6,54.8321488,-4.9122684,103.7,251.6046,10
15444,32102.8,54.832142,-4.912309,103.6,253.4395,10
15445,32102.8,54.8321365,-4.9123498,103.6,255.313,10
15446,37603,54.8321306,-4.9123908,103.6,257.0245,10
15447,37603,54.8321261,-4.9124321,103.6,258.4262,10
15448,32103.2,54.8321213,-4.9124741,103.7,259.8646,10
15449,32103.2,54.8321178,-4.9125156,103.7,261.4226,10
15450,32103.4,54.8321143,-4.9125585,103.8,263.0532,10
15451,32103.4,54.8321118,-4.9126004,103.8,264.5259,10
15452,32103.6,54.8321096,-4.9126436,103.9,265.8887,10
15453,32103.6,54.832108,-4.9126858,103.9,267.3921,10
15454,32103.8,54.8321073,-4.9127294,104,268.9471,10
15455,32103.8,54.8321067,-4.9127718,104,270.6301,10
15456,37604,54.8321068,-4.9128155,104,272.3565,10
15457,37604,54.8321073,-4.9128581,104,273.8647,10
15458,32104.2,54.8321085,-4.9129022,103.9,275.3473,10
15459,32104.2,54.8321101,-4.9129449,103.9,276.6693,10
15460,32104.4,54.8321126,-4.912989,103.9,277.9402,10
15461,32104.4,54.8321152,-4.9130316,103.9,279.1889,10
15462,32104.6,54.8321189,-4.9130758,103.8,280.3379,10
15463,32104.6,54.8321226,-4.9131184,103.8,281.7252,10
15464,32104.8,54.8321277,-4.9131625,103.8,283.2376,10
15465,32104.8,54.8321324,-4.9132049,103.8,284.4627,10
15466,37605,54.8321385,-4.9132485,103.8,285.5097,10
15467,37605,54.8321441,-4.9132907,103.8,286.4233,10
15468,32105.2,54.8321514,-4.9133341,103.7,287.7983,10
15469,32105.2,54.832158,-4.9133761,103.7,289.3332,10
15470,32105.4,54.832166,-4.9134192,103.6,290.9036,10
15471,32105.4,54.8321736,-4.9134607,103.6,292.518,10
15472,32105.6,54.8321827,-4.9135031,103.4,294.3251,10
15473,32105.6,54.8321914,-4.9135442,103.4,296.4006,10
15474,32105.8,54.8322016,-4.9135862,103.2,298.5774,10
15475,32105.8,54.8322114,-4.9136266,103.2,300.7342,10
15476,37606,54.8322226,-4.9136681,103.1,302.9151,10
15477,37606,54.8322337,-4.9137075,103.1,305.0757,10
15478,32106.2,54.8322463,-4.9137474,103,307.3418,10
15479,32106.2,54.8322586,-4.9137857,103,309.3455,10
15480,32106.4,54.8322722,-4.9138246,102.9,311.2553,10
15481,32106.4,54.8322857,-4.9138615,102.9,312.9928,10
15482,32106.6,54.8323012,-4.9138987,102.9,314.5377,10
15483,32106.6,54.8323157,-4.9139343,102.9,316.2469,10
15484,32106.8,54.832332,-4.9139696,102.9,317.9014,10
15485,32106.8,54.8323473,-4.9140038,102.9,319.765,10
15486,37607,54.8323649,-4.914038,102.9,321.4848,10
15487,37607,54.8323811,-4.9140708,102.9,323.244,10
15488,32107.2,54.8323993,-4.9141028,102.9,324.8665,10
15489,32107.2,54.8324164,-4.9141341,102.9,326.6234,10
15490,32107.4,54.8324355,-4.9141646,102.9,328.4312,10
15491,32107.4,54.8324535,-4.9141943,102.9,330.1555,10
15492,32107.6,54.8324732,-4.9142228,103.1,331.9131,10
15493,32107.6,54.8324918,-4.9142509,103.1,333.6432,10
15494,32107.8,54.8325124,-4.9142777,103.3,335.2027,10
15495,32107.8,54.8325315,-4.9143043,103.3,336.579,10
15496,37608,54.8325524,-4.9143286,103.5,337.8126,10
15497,37608,54.8325722,-4.9143539,103.5,338.8079,10
15498,32108.2,54.8325936,-4.9143771,103.7,339.5922,10
15499,32108.2,54.8326139,-4.9144011,103.7,340.2428,10
15500,32108.4,54.8326355,-4.9144222,104,340.8726,10
15501,32108.4,54.8326562,-4.914445,104,341.3054,10
15502,32108.6,54.8326781,-4.9144649,104.1,341.8263,10
15503,32108.6,54.8326992,-4.914487,104.1,342.4247,10
15504,32108.8,54.8327214,-4.9145063,104.2,342.957,10
15505,32108.8,54.832743,-4.9145275,104.2,343.3407,10
15506,37609,54.8327653,-4.9145462,104.2,343.6487,10
15507,37609,54.8327871,-4.9145665,104.2,344.0504,10
15508,32109.2,54.8328098,-4.914584,104.3,344.6792,10
15509,32109.2,54.8328318,-4.9146037,104.3,345.3441,10
15510,32109.4,54.8328544,-4.9146208,104.2,345.9871,10
15511,32109.4,54.8328767,-4.9146397,104.2,346.6376,10
15512,32109.6,54.8328995,-4.9146563,104.1,347.3131,10
15513,32109.6,54.8329218,-4.9146746,104.1,348.0985,10
15514,32109.8,54.8329446,-4.9146902,104,348.989,10
15515,32109.8,54.832967,-4.9147078,104,349.813,10
15516,37610,54.8329898,-4.9147235,103.9,350.4192,10
15517,37610,54.8330123,-4.9147405,103.9,350.8282,10
15518,32110.2,54.8330347,-4.9147555,103.9,351.0334,10
15519,32110.2,54.8330573,-4.9147717,103.9,351.1285,10
15520,32110.4,54.8330793,-4.914786,104.1,351.2811,10
15521,32110.4,54.8331019,-4.9148019,104.1,351.5791,10
15522,32110.6,54.833124,-4.9148156,104.4,352.0578,10
15523,32110.6,54.8331464,-4.9148311,104.4,352.485,10
15524,32110.8,54.8331685,-4.9148444,104.7,352.5486,10
15525,32110.8,54.833191,-4.9148596,104.7,352.302,10
15526,37611,54.8332128,-4.9148731,105.1,351.7888,10
15527,37611,54.8332352,-4.9148879,105.1,351.0806,10
15528,32111.2,54.8332572,-4.914901,105.4,350.3083,10
15529,32111.2,54.8332797,-4.9149157,105.4,349.598,10
15530,32111.4,54.8333018,-4.914929,105.6,349.0063,10
15531,32111.4,54.8333244,-4.9149439,105.6,348.5511,10
15532,32111.6,54.8333465,-4.9149574,105.8,348.162,10
15533,32111.6,54.8333693,-4.9149724,105.8,347.9691,10
15534,32111.8,54.8333914,-4.9149864,106,347.9247,10
15535,32111.8,54.8334142,-4.9150015,106,347.8109,10
15536,37612,54.8334362,-4.9150159,106.1,347.5544,10
15537,37612,54.833459,-4.9150314,106.1,347.3133,10
15538,32112.2,54.833481,-4.9150461,106.1,346.9507,10
15539,32112.2,54.8335039,-4.9150621,106.1,346.5102,10
15540,32112.4,54.8335259,-4.9150776,106.1,346.159,10
15541,32112.4,54.8335488,-4.9150938,106.1,345.81,10
15542,32112.6,54.8335709,-4.9151102,106.1,345.6803,10
15543,32112.6,54.8335938,-4.9151269,106.1,345.6608,10
15544,32112.8,54.8336161,-4.9151435,106,345.8426,10
15545,32112.8,54.8336391,-4.9151606,106,345.8247,10
15546,37613,54.8336618,-4.9151776,105.8,345.8194,10
15547,37613,54.8336847,-4.9151956,105.8,345.6637,10
15548,32113.2,54.8337068,-4.9152134,105.6,345.3919,10
15549,32113.2,54.8337297,-4.9152318,105.6,344.8163,10
15550,32113.4,54.8337516,-4.9152511,105.4,343.8913,10
15551,32113.4,54.8337744,-4.9152699,105.4,342.893,10
15552,32113.6,54.8337962,-4.9152896,105.3,341.9404,10
15553,32113.6,54.833819,-4.9153092,105.3,341.1602,10
15554,32113.8,54.8338408,-4.9153295,105.1,340.4302,10
15555,32113.8,54.8338634,-4.9153499,105.1,339.8365,10
15556,37614,54.8338853,-4.9153712,105,339.2187,10
15557,37614,54.8339076,-4.9153922,105,338.5414,10
15558,32114.2,54.8339293,-4.9154141,104.9,338.0751,10
15559,32114.2,54.8339515,-4.915436,104.9,337.8045,10
15560,32114.4,54.833973,-4.9154589,104.8,337.4595,10
15561,32114.4,54.8339949,-4.9154815,104.8,337.094,10
15562,32114.6,54.8340161,-4.9155055,104.7,336.512,10
15563,32114.6,54.8340378,-4.9155288,104.7,335.8385,10
15564,32114.8,54.834059,-4.915553,104.6,335.0273,10
15565,32114.8,54.8340805,-4.915577,104.6,334.1228,10
15566,37615,54.8341013,-4.9156021,104.5,333.2737,10
15567,37615,54.8341225,-4.9156269,104.5,332.4621,10
15568,32115.2,54.834143,-4.9156531,104.5,331.7124,10
15569,32115.2,54.834164,-4.9156786,104.5,331.0122,10
15570,32115.4,54.8341841,-4.9157055,104.5,330.3383,10
15571,32115.4,54.8342048,-4.9157316,104.5,329.818,10
15572,32115.6,54.8342246,-4.9157592,104.6,329.6394,10
15573,32115.6,54.834245,-4.9157859,104.6,329.4808,10
15574,32115.8,54.8342647,-4.9158141,104.7,329.2738,10
15575,32115.8,54.8342848,-4.9158413,104.7,328.8271,10
15576,37616,54.8343044,-4.91587,104.7,328.3521,10
15577,37616,54.8343244,-4.9158979,104.7,327.8102,10
15578,32116.2,54.8343437,-4.9159271,104.7,327.2191,10
15579,32116.2,54.8343634,-4.9159555,104.7,326.6024,10
15580,32116.4,54.8343822,-4.9159852,104.8,325.958,10
15581,32116.4,54.8344017,-4.9160142,104.8,325.4664,10
15582,32116.6,54.8344204,-4.9160441,104.9,325.1943,10
15583,32116.6,54.8344396,-4.9160736,104.9,324.852,10
15584,32116.8,54.8344581,-4.916104,104.9,324.3156,10
15585,32116.8,54.834477,-4.9161341,104.9,323.7438,10
15586,37617,54.8344955,-4.9161652,105,323.0988,10
15587,37617,54.8345142,-4.9161959,105,322.5338,10
15588,32117.2,54.8345323,-4.9162275,105.1,321.987,10
15589,32117.2,54.8345509,-4.9162586,105.1,321.3876,10
15590,32117.4,54.8345686,-4.9162906,105.1,320.8116,10
15591,32117.4,54.834587,-4.9163222,105.1,320.1825,10
15592,32117.6,54.8346047,-4.9163547,105,319.478,10
15593,32117.6,54.8346228,-4.9163869,105,318.8186,10
15594,32117.8,54.8346402,-4.9164198,105,318.189,10
15595,32117.8,54.8346581,-4.9164524,105,317.5957,10
15596,37618,54.8346753,-4.9164856,104.8,317.0755,10
15597,37618,54.834693,-4.9165188,104.8,316.7205,10
15598,32118.2,54.83471,-4.9165526,104.7,316.4042,10
15599,32118.2,54.8347276,-4.9165862,104.7,316.0396,10
15600,32118.4,54.8347445,-4.9166203,104.6,315.6185,10
15601,32118.4,54.8347617,-4.9166543,104.6,315.1404,10
15602,32118.6,54.8347783,-4.9166888,104.5,314.7588,10
15603,32118.6,54.8347954,-4.9167231,104.5,314.5918,10
15604,32118.8,54.834812,-4.9167578,104.4,314.5372,10
15605,32118.8,54.834829,-4.9167924,104.4,314.5426,10
15606,37619,54.8348455,-4.9168275,104.3,314.6494,10
15607,37619,54.8348622,-4.9168625,104.3,314.7992,10
15608,32119.2,54.8348786,-4.9168978,104.2,314.8839,10
15609,32119.2,54.8348953,-4.9169328,104.2,314.8574,10
15610,32119.4,54.8349115,-4.9169684,104.2,314.7341,10
15611,32119.4,54.834928,-4.9170036,104.2,314.4949,10
15612,32119.6,54.8349441,-4.9170393,104.2,314.2009,10
15613,32119.6,54.8349607,-4.9170746,104.2,313.8967,10
15614,32119.8,54.8349767,-4.9171102,104.1,313.6486,10
15615,32119.8,54.8349933,-4.9171456,104.1,313.4926,10
15616,37620,54.8350094,-4.9171813,104,313.3896,10
15617,37620,54.8350259,-4.9172167,104,313.3432,10
15618,32120.2,54.8350421,-4.9172523,104,313.3375,10
15619,32120.2,54.8350586,-4.9172877,104,313.3481,10
15620,32120.4,54.8350748,-4.9173232,103.9,313.3571,10
15621,32120.4,54.8350913,-4.9173587,103.9,313.3596,10
15622,32120.6,54.8351077,-4.9173942,103.8,313.4332,10
15623,32120.6,54.8351242,-4.9174295,103.8,313.7816,10
15624,32120.8,54.8351407,-4.9174649,103.6,314.2899,10
15625,32120.8,54.8351572,-4.9175001,103.6,314.8037,10
15626,37621,54.8351738,-4.9175355,103.5,315.2833,10
15627,37621,54.8351905,-4.9175704,103.5,315.6901,10
15628,32121.2,54.8352069,-4.9176054,103.5,316.031,10
15629,32121.2,54.8352237,-4.91764,103.5,316.3179,10
15630,32121.4,54.8352404,-4.9176746,103.4,316.548,10
15631,32121.4,54.8352573,-4.9177089,103.4,316.7784,10
15632,32121.6,54.8352742,-4.9177429,103.4,317.0536,10
15633,32121.6,54.8352912,-4.9177768,103.4,317.3898,10
15634,32121.8,54.8353085,-4.9178106,103.4,317.8705,10
15635,32121.8,54.8353256,-4.9178442,103.4,318.3952,10
15636,37622,54.8353431,-4.9178775,103.4,318.9309,10
15637,37622,54.8353605,-4.9179107,103.4,319.4887,10
15638,32122.2,54.8353781,-4.9179435,103.4,320.0528,10
15639,32122.2,54.8353956,-4.9179762,103.4,320.5522,10
15640,32122.4,54.8354134,-4.9180084,103.4,321.1987,10
15641,32122.4,54.835431,-4.9180406,103.4,321.9203,10
15642,32122.6,54.8354492,-4.9180723,103.5,322.5817,10
15643,32122.6,54.8354671,-4.9181039,103.5,323.3202,10
15644,32122.8,54.8354854,-4.9181349,103.4,324.0883,10
15645,32122.8,54.8355035,-4.9181658,103.4,324.7842,10
15646,37623,54.8355222,-4.9181963,103.4,325.4018,10
15647,37623,54.8355406,-4.9182266,103.4,326.0041,10
15648,32123.2,54.8355595,-4.9182562,103.4,326.764,10
15649,32123.2,54.8355781,-4.9182857,103.4,327.7085,10
15650,32123.4,54.8355972,-4.9183145,103.3,328.8618,10
15651,32123.4,54.8356159,-4.9183435,103.3,330.1151,10
15652,32123.6,54.8356353,-4.9183719,103.3,331.3103,10
15653,32123.6,54.8356544,-4.9184001,103.3,332.1921,10
15654,32123.8,54.8356739,-4.9184276,103.2,333.0202,10
15655,32123.8,54.8356933,-4.918455,103.2,333.7943,10
15656,37624,54.835713,-4.9184816,103.1,334.3764,10
15657,37624,54.8357327,-4.918508,103.1,334.7579,10
15658,32124.2,54.8357527,-4.9185337,103.1,335.0309,10
15659,32124.2,54.8357728,-4.9185593,103.1,335.2022,10
15660,32124.4,54.8357932,-4.9185838,103.1,335.3211,10
15661,32124.4,54.8358135,-4.9186087,103.1,335.4597,10
15662,32124.6,54.8358342,-4.9186324,103,335.5923,10
15663,32124.6,54.8358547,-4.9186567,103,335.8904,10
15664,32124.8,54.8358758,-4.9186796,103,336.4183,10
15665,32124.8,54.8358965,-4.9187035,103,337.2417,10
15666,37625,54.8359178,-4.9187261,102.8,338.2292,10
15667,37625,54.8359387,-4.9187493,102.8,339.1274,10
15668,32125.2,54.8359602,-4.9187715,102.6,339.9487,10
15669,32125.2,54.8359814,-4.9187938,102.6,340.7253,10
15670,32125.4,54.8360031,-4.9188156,102.5,341.4052,10
15671,32125.4,54.8360246,-4.918837,102.5,341.9401,10
15672,32125.6,54.8360461,-4.9188576,102.4,342.5799,10
15673,32125.6,54.8360678,-4.9188783,102.4,343.2239,10
15674,32125.8,54.8360898,-4.9188981,102.3,343.9122,10
15675,32125.8,54.8361116,-4.9189177,102.3,344.5438,10
15676,37626,54.8361337,-4.9189364,102.3,345.2652,10
15677,37626,54.8361556,-4.9189552,102.3,346.1175,10
15678,32126.2,54.8361778,-4.9189726,102.3,347.1547,10
15679,32126.2,54.8361997,-4.9189906,102.3,348.342,10
15680,32126.4,54.8362221,-4.9190073,102.4,349.7094,10
15681,32126.4,54.8362442,-4.9190243,102.4,351.074,10
15682,32126.6,54.8362665,-4.9190403,102.5,352.2813,10
15683,32126.6,54.8362886,-4.9190562,102.5,353.3959,10
15684,32126.8,54.8363111,-4.9190712,102.6,354.2937,10
15685,32126.8,54.8363333,-4.9190861,102.6,354.9543,10
15686,37627,54.8363556,-4.9191,102.7,355.4055,10
15687,37627,54.8363779,-4.9191139,102.7,355.7411,10
15688,32127.2,54.8364002,-4.9191264,102.8,355.9655,10
15689,32127.2,54.8364225,-4.9191395,102.8,356.157,10
15690,32127.4,54.836445,-4.919151,103,356.3865,10
15691,32127.4,54.8364674,-4.9191633,103,356.6819,10
15692,32127.6,54.8364899,-4.9191741,103.2,357.091,10
15693,32127.6,54.8365124,-4.9191859,103.2,357.6675,10
15694,32127.8,54.8365351,-4.9191963,103.3,358.4218,10
15695,32127.8,54.8365576,-4.9192074,103.3,359.0912,10
15696,37628,54.8365804,-4.9192176,103.3,359.5952,10
15697,37628,54.8366029,-4.919228,103.3,359.7982,10
15698,32128.2,54.8366255,-4.9192376,103.3,359.9874,10
15699,32128.2,54.8366482,-4.9192472,103.3,0.1918744,10
15700,32128.4,54.8366706,-4.919256,103.3,0.4054837,10
15701,32128.4,54.8366933,-4.9192651,103.3,0.5569771,10
15702,32128.6,54.8367159,-4.919273,103.3,0.6289725,10
15703,32128.6,54.8367385,-4.9192817,103.3,0.7098889,10
15704,32128.8,54.8367612,-4.9192894,103.3,0.7023857,10
15705,32128.8,54.8367839,-4.9192976,103.3,0.5284627,10
15706,37629,54.8368066,-4.919305,103.2,0.257821,10
15707,37629,54.8368294,-4.9193126,103.2,0.05772053,10
15708,32129.2,54.8368522,-4.9193196,103,0.0302433,10
15709,32129.2,54.8368751,-4.9193269,103,0.2801867,10
15710,32129.4,54.8368979,-4.9193334,103,0.804149,10
15711,32129.4,54.8369208,-4.9193404,103,1.443417,10
15712,32129.6,54.8369436,-4.9193466,102.9,2.164813,10
15713,32129.6,54.8369664,-4.919353,102.9,2.994264,10
15714,32129.8,54.8369892,-4.919359,102.9,3.934098,10
15715,32129.8,54.837012,-4.9193652,102.9,4.901134,10
15716,37630,54.8370348,-4.9193709,102.8,5.893757,10
15717,37630,54.8370577,-4.9193766,102.8,6.800813,10
15718,32130.2,54.8370805,-4.9193821,102.7,7.457357,10
15719,32130.2,54.8371034,-4.9193872,102.7,7.865107,10
15720,32130.4,54.8371259,-4.9193922,102.7,8.153181,10
15721,32130.4,54.8371487,-4.9193968,102.7,8.285975,10
15722,32130.6,54.8371714,-4.9194013,102.7,8.296312,10
15723,32130.6,54.8371942,-4.9194055,102.7,8.354153,10
15724,32130.8,54.8372168,-4.9194094,102.7,8.560575,10
15725,32130.8,54.8372397,-4.9194134,102.7,8.828669,10
15726,37631,54.8372625,-4.9194171,102.7,9.059946,10
15727,37631,54.8372854,-4.9194207,102.7,9.25403,10
15728,32131.2,54.8373083,-4.9194243,102.6,9.381954,10
15729,32131.2,54.8373311,-4.9194275,102.6,9.49381,10
15730,32131.4,54.837354,-4.9194307,102.5,9.543838,10
15731,32131.4,54.8373769,-4.9194336,102.5,9.639453,10
15732,32131.6,54.8373996,-4.9194366,102.6,9.758802,10
15733,32131.6,54.8374226,-4.9194393,102.6,9.890059,10
15734,32131.8,54.8374453,-4.9194419,102.6,10.05817,10
15735,32131.8,54.8374682,-4.9194445,102.6,10.274,10
15736,37632,54.8374911,-4.9194469,102.7,10.54566,10
15737,37632,54.8375139,-4.9194492,102.7,10.82136,10
15738,32132.2,54.8375368,-4.9194516,102.7,11.0031,10
15739,32132.2,54.8375596,-4.9194534,102.7,11.07015,10
15740,32132.4,54.8375825,-4.9194556,102.7,11.12824,10
15741,32132.4,54.8376053,-4.9194571,102.7,11.13618,10
15742,32132.6,54.8376281,-4.9194589,102.8,11.11546,10
15743,32132.6,54.8376509,-4.9194601,102.8,11.13942,10
15744,32132.8,54.8376736,-4.9194614,102.9,11.12436,10
15745,32132.8,54.8376964,-4.9194623,102.9,11.11434,10
15746,37633,54.8377191,-4.9194632,103,11.24287,10
15747,37633,54.8377419,-4.9194639,103,11.54292,10
15748,32133.2,54.8377645,-4.9194645,103,11.96747,10
15749,32133.2,54.8377871,-4.9194648,103,12.49737,10
15750,32133.4,54.8378097,-4.9194651,103.1,13.06018,10
15751,32133.4,54.8378322,-4.919465,103.1,13.55908,10
15752,32133.6,54.8378548,-4.9194656,103.2,14.05636,10
15753,32133.6,54.8378773,-4.9194652,103.2,14.65885,10
15754,32133.8,54.8378998,-4.9194661,103.3,15.28097,10
15755,32133.8,54.8379221,-4.9194654,103.3,15.79261,10
15756,37634,54.8379447,-4.9194666,103.2,16.17609,10
15757,37634,54.8379671,-4.9194656,103.2,16.53042,10
15758,32134.2,54.8379895,-4.9194672,103.2,16.95661,10
15759,32134.2,54.8380118,-4.9194658,103.2,17.43162,10
15760,32134.4,54.838034,-4.9194676,103.2,18.07863,10
15761,32134.4,54.8380563,-4.9194662,103.2,18.85983,10
15762,32134.6,54.8380785,-4.9194679,103.2,19.67351,10
15763,32134.6,54.8381006,-4.9194663,103.2,20.40014,10
15764,32134.8,54.8381226,-4.9194684,103.1,21.14902,10
15765,32134.8,54.8381446,-4.9194665,103.1,21.7498,10
15766,37635,54.8381665,-4.9194688,103.2,22.04606,10
15767,37635,54.8381883,-4.9194668,103.2,22.34573,10
15768,32135.2,54.8382101,-4.9194694,103.2,22.61848,10
15769,32135.2,54.8382317,-4.919467,103.2,22.90092,10
15770,32135.4,54.8382534,-4.9194697,103.2,23.3024,10
15771,32135.4,54.8382748,-4.9194673,103.2,23.76382,10
15772,32135.6,54.8382964,-4.9194699,103.2,24.38339,10
15773,32135.6,54.8383176,-4.9194675,103.2,25.10832,10
15774,32135.8,54.8383386,-4.919458,103.2,25.82962,10
15775,32135.8,54.8383595,-4.9194546,103.2,26.93344,10
15776,37636,54.8383801,-4.9194445,103.2,27.91808,10
15777,37636,54.8384009,-4.91944,103.2,28.77209,10
15778,32136.2,54.8384213,-4.9194296,103.2,29.59923,10
15779,32136.2,54.8384417,-4.9194242,103.2,30.35332,10
15780,32136.4,54.8384619,-4.9194134,103.2,31.02702,10
15781,32136.4,54.8384821,-4.9194067,103.2,31.70763,10
15782,32136.6,54.838502,-4.9193952,103.1,32.39994,10
15783,32136.6,54.8385219,-4.9193875,103.1,33.21363,10
15784,32136.8,54.8385414,-4.9193752,103,34.21364,10
15785,32136.8,54.8385609,-4.9193664,103,35.43514,10
15786,37637,54.8385804,-4.9193539,102.7,36.72435,10
15787,37637,54.8385996,-4.919344,102.7,38.12018,10
15788,32137.2,54.8386187,-4.9193309,102.5,39.53389,10
15789,32137.2,54.8386375,-4.9193197,102.5,41.00936,10
15790,32137.4,54.838656,-4.9193058,102.3,42.47574,10
15791,32137.4,54.8386741,-4.9192933,102.3,43.66337,10
15792,32137.6,54.838692,-4.9192786,102.1,44.8028,10
15793,32137.6,54.8387095,-4.9192647,102.1,46.065,10
15794,32137.8,54.8387266,-4.9192487,102.1,47.3587,10
15795,32137.8,54.8387435,-4.9192337,102.1,48.72252,10
15796,37638,54.8387599,-4.9192164,102.1,50.02853,10
15797,37638,54.838776,-4.9192002,102.1,51.14054,10
15798,32138.2,54.8387916,-4.9191819,102.1,52.04946,10
15799,32138.2,54.8388071,-4.9191648,102.1,52.86085,10
15800,32138.4,54.8388217,-4.9191455,102.2,53.70155,10
15801,32138.4,54.8388366,-4.9191274,102.2,54.35174,10
15802,32138.6,54.8388504,-4.9191073,102.4,54.86382,10
15803,32138.6,54.8388649,-4.9190885,102.4,55.45786,10
15804,32138.8,54.8388784,-4.9190678,102.5,56.04101,10
15805,32138.8,54.8388925,-4.919048,102.5,56.50793,10
15806,37639,54.8389057,-4.919027,102.5,56.87059,10
15807,37639,54.8389193,-4.9190065,102.5,57.35584,10
15808,32139.2,54.8389319,-4.9189847,102.6,58.0255,10
15809,32139.2,54.8389452,-4.9189637,102.6,58.80188,10
15810,32139.4,54.8389578,-4.9189415,102.6,59.79943,10
15811,32139.4,54.8389709,-4.9189199,102.6,60.93034,10
15812,32139.6,54.8389833,-4.9188976,102.6,61.96569,10
15813,32139.6,54.838996,-4.9188755,102.6,62.87218,10
15814,32139.8,54.8390082,-4.9188528,102.5,63.55783,10
15815,32139.8,54.8390206,-4.9188301,102.5,64.10854,10
15816,37640,54.8390325,-4.9188072,102.4,64.39444,10
15817,37640,54.8390445,-4.9187839,102.4,64.51234,10
15818,32140.2,54.8390558,-4.9187606,102.4,64.58968,10
15819,32140.2,54.8390674,-4.9187369,102.4,64.65757,10
15820,32140.4,54.8390782,-4.9187131,102.5,64.6603,10
15821,32140.4,54.8390896,-4.9186889,102.5,64.56929,10
15822,32140.6,54.8391002,-4.9186649,102.6,64.26276,10
15823,32140.6,54.8391113,-4.9186404,102.6,63.76526,10
15824,32140.8,54.8391219,-4.918616,102.7,63.23016,10
15825,32140.8,54.8391329,-4.9185911,102.7,62.70357,10
15826,37641,54.8391435,-4.9185661,102.8,62.23024,10
15827,37641,54.8391544,-4.918541,102.8,61.86535,10
15828,32141.2,54.8391648,-4.9185157,102.9,61.73267,10
15829,32141.2,54.8391757,-4.9184905,102.9,61.86955,10
15830,32141.4,54.8391862,-4.9184651,103,62.25635,10
15831,32141.4,54.839197,-4.9184398,103,62.80458,10
15832,32141.6,54.8392078,-4.9184144,103,63.40652,10
15833,32141.6,54.8392185,-4.9183891,103,64.00613,10
15834,32141.8,54.839229,-4.9183639,103.1,64.58188,10
15835,32141.8,54.8392395,-4.9183385,103.1,65.1734,10
15836,37642,54.8392499,-4.9183137,103.1,65.81311,10
15837,37642,54.8392603,-4.9182883,103.1,66.3339,10
15838,32142.2,54.8392707,-4.9182632,103.2,66.63787,10
15839,32142.2,54.839281,-4.9182378,103.2,66.78799,10
15840,32142.4,54.8392911,-4.9182128,103.4,66.77909,10
15841,32142.4,54.8393012,-4.9181873,103.4,66.67972,10
